,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"-0,82","0,77","3,82","-2,72","0,70","R$ 192,10 M","0,00%",232
1,30/06/2024,"-0,63","0,60","2,95","-2,10","0,54","R$ 148,08 M","0,00%",232
2,31/03/2024,"-0,94","0,77","4,05","-3,15","0,70","R$ 210,11 M","0,00%",232
3,31/12/2023,"-0,86","0,74","3,89","-2,78","0,68","R$ 210,11 M","0,00%",232
4,30/09/2023,"-2,94","0,58","4,91","-4,38","0,54","R$ 277,35 M","0,00%",232
5,30/06/2023,"-4,07","0,87","6,89","-6,65","0,82","R$ 423,02 M","0,00%",232
6,31/03/2023,"-3,19","0,60","4,25","-5,12","0,53","R$ 299,76 M","0,00%",232
7,31/12/2022,"-4,50","0,69","4,49","-6,47","0,63","R$ 369,79 M","0,02%",232
8,30/09/2022,"-13,08","1,17","7,00","-10,74","1,10","R$ 666,75 M","0,01%",232
9,30/06/2022,"-59,92","2,16","12,37","-25,84","2,07","R$ 1,28 B","0,00%",232
10,31/03/2022,"-61,71","2,12","12,25","-37,48","2,02","R$ 1,26 B","0,00%",232
11,31/12/2021,"1.055,30","2,07","13,84","-60,99","1,96","R$ 1,27 B","0,00%",232
12,30/09/2021,,"2,75",,"10,31","2,59","R$ 1,75 B","0,00%",232
13,30/06/2021,,"52,08",,"14,41","15,85","R$ 2,55 B","0,00%",232
14,31/03/2021,,"183,54",,"13,88","102,65","R$ 2,52 B","0,00%",232
